yahooId,name,team,position,status,injuryType,gp,bye,fanPts,preSeasonRank,actualRank,percentRostered,rushAtt,targets,receptions,rushYds,recYds,rushTd,recTd,fortyYdRush,fortyYdRec
40313,Mitch Tinsley,CIN,WR,,,1,6,1.12,2120,384,0,0,0.8,0.5,0,6.3,0,0,0,0
30352,Noah Brown,LV,WR,NA,,0,13,0.34,2121,1049,0,0,0.2,0.1,0,1.4,0,0,0,0
31144,M. Valdes-Scantling,DAL,WR,,,1,14,0.55,2122,517,0,0,0.4,0.2,0.1,3,0,0,0,0
41045,Bub Means,NO,WR,Q,Hamstring,0,8,0,2123,660,0,0,0,0,0,0,0,0,0,0
33470,Dyami Brown,WAS,WR,,,1,7,0.84,2124,388,0,0.1,0.5,0.3,0.7,4,0,0,0,0
42291,CJ Dippre,NE,TE,,,0,11,0,2125,959,0,0,0,0,0,0,0,0,0,0
42870,Carsen Ryan,CLE,TE,Q,Foot,0,11,0,2126,1087,0,0,0,0,0,0,0,0,0,0
43087,RJ Maryland,GB,TE,NA,Hamstring,0,11,0,2127,656,0,0,0,0,0,0,0,0,0,0
42620,Carson Towt,IND,TE,IR,Undisclosed,0,13,0,2128,1046,0,0,0,0,0,0,0,0,0,0
42927,Evan Svoboda,LAC,TE,,,0,7,0,2129,1115,0,0,0,0,0,0,0,0,0,0
42004,Thomas Fidone II,NYG,TE,,,0,8,1.27,2130,398,0,0,0,0.7,0,6.6,0,0,0,0
32442,Chris Myarick,LV,TE,,,0,13,0,2131,,0,0,0,0,0,0,0,0,0,0
32788,Albert Okwuegbunam Jr.,LV,TE,,,0,13,0,2132,631,0,0,0,0,0,0,0,0,0,0
42807,Bauer Sharp,TB,TE,,,0,10,0,2133,1077,0,0,0,0,0,0,0,0,0,0
43012,Lance Mason,PIT,TE,,,0,9,0,2134,625,0,0,0,0,0,0,0,0,0,0
7777,Marcedes Lewis,DEN,TE,NA,,0,10,0,2135,1041,0,0,0,0,0,0,0,0,0,0
43055,DJ Rogers,DAL,TE,,,0,14,0,2136,641,0,0,0,0,0,0,0,0,0,0
42782,Josh Cuevas,BAL,TE,,,1,13,0.59,2137,545,0,0,0.4,0.3,0,3.1,0,0,0,0
41463,Messiah Swinson,GB,TE,,,0,11,0,2138,819,0,0,0,0,0,0,0,0,0,0
43152,Tanner Arkin,NE,TE,,,0,11,0,2139,694,0,0,0,0,0,0,0,0,0,0
43433,Johnny Pascuzzi,LAC,TE,,,0,7,0,2140,798,0,0,0,0,0,0,0,0,0,0
43471,Connor Hulstein,NYJ,TE,,,0,13,0,2141,,0,0,0,0,0,0,0,0,0,0
43035,Chamon Metayer,CAR,TE,NA,,0,5,0,2142,635,0,0,0,0,0,0,0,0,0,0
